date,doses,cost
3/11/2007,13837,2.98
3/12/2007,9830,2.22
3/13/2007,11617,2.19
3/14/2007,9691,2.08
3/15/2007,7933,2.33
3/16/2007,8124,2.77
3/17/2007,11840,2.47
3/18/2007,12143,2.22
3/19/2007,12801,2.71
3/20/2007,10572,2.5
3/21/2007,10627,2.55
3/22/2007,13891,2.2
3/23/2007,9502,2.59
3/24/2007,9711,2.76
3/25/2007,13691,2.3
3/26/2007,10276,2.33
3/27/2007,11168,2.6
3/28/2007,9954,2.73
3/29/2007,10610,2.4
3/30/2007,12732,2.78
3/31/2007,10475,2.25
4/1/2007,8017,2.97
4/2/2007,11972,2.12
4/3/2007,9845,2.54
4/4/2007,10096,2.07
4/5/2007,11211,2.49
4/6/2007,12657,2.05
4/7/2007,12778,2.91
4/8/2007,7803,2.79
4/9/2007,8641,2.85
4/10/2007,11062,2.52
4/11/2007,13735,2.05
4/12/2007,9089,2.49
4/13/2007,8445,2.22
4/14/2007,11333,2.19
4/15/2007,8128,2.53
4/16/2007,13569,2.14
4/17/2007,13272,2.45
4/18/2007,11938,2.4
4/19/2007,12001,2.73
4/20/2007,9529,2.99
4/21/2007,10153,2.75
4/22/2007,14042,2.05
4/23/2007,9383,2.68
4/24/2007,9565,2.86
4/25/2007,13967,2.27
4/26/2007,14049,2.5
4/27/2007,13813,2.99
4/28/2007,8797,3
4/29/2007,10951,2.18
4/30/2007,7861,2.18
5/1/2007,9909,2.72
5/2/2007,11137,2.28
5/3/2007,9760,2.06
5/4/2007,7904,2.27
5/5/2007,14207,2.23
5/6/2007,8860,2.86
5/7/2007,13397,2.38
5/8/2007,9826,2.27
5/9/2007,11547,2.26
5/10/2007,7906,2.13
5/11/2007,10131,2.86
5/12/2007,11122,2.93
5/13/2007,12084,2.21
5/14/2007,11966,2.23
5/15/2007,13502,2.32
5/16/2007,13431,2.82
5/17/2007,13485,2.86
5/18/2007,10311,2.1
5/19/2007,11362,2.82
5/20/2007,12242,2.73
5/21/2007,9336,2.26
5/22/2007,8490,2.11
5/23/2007,7902,2.51
5/24/2007,10682,2.62
5/25/2007,12910,2.49
5/26/2007,8482,2.3
5/27/2007,13771,2.71
5/28/2007,9073,2.75
5/29/2007,8617,2.38
5/30/2007,10447,2.75
5/31/2007,8152,2.62
6/1/2007,14242,2.31
6/2/2007,13225,2.35
6/3/2007,11318,2.88
6/4/2007,10709,2.48
6/5/2007,10289,2.95
6/6/2007,13833,2.28
6/7/2007,13880,2.51
6/8/2007,12047,2.18
6/9/2007,12990,2.96
6/10/2007,8373,2.67
6/11/2007,11123,2.25
6/12/2007,10182,2.59
6/13/2007,8030,2.94
6/14/2007,9239,2.28
6/15/2007,11617,2.61
6/16/2007,13992,2.27
6/17/2007,9747,2.48
6/18/2007,9727,2.85
6/19/2007,13847,2.17
6/20/2007,8763,2.11
6/21/2007,9955,2.89
6/22/2007,8425,2.52
6/23/2007,10211,2.12
6/24/2007,10917,2.93
6/25/2007,11213,2.63
6/26/2007,10851,2.94
6/27/2007,8206,2.4
6/28/2007,10276,2.81
6/29/2007,11756,2.18
6/30/2007,13223,2.77
7/1/2007,8879,2.13
7/2/2007,12925,2.98
7/3/2007,10363,2.59
7/4/2007,13401,2.88
7/5/2007,7962,2.84
7/6/2007,8619,2.22
7/7/2007,14185,2.89
7/8/2007,11365,2.84
7/9/2007,12000,2.66
7/10/2007,9437,2.63
7/11/2007,12786,2.55
7/12/2007,13335,2.82
7/13/2007,8400,2.29
7/14/2007,14271,2.77
7/15/2007,13603,2.31
7/16/2007,13544,2.17
7/17/2007,12443,2.44
7/18/2007,10310,2.4
7/19/2007,11112,2.4
7/20/2007,14104,2.37
7/21/2007,9957,2.48
7/22/2007,10954,2.27
7/23/2007,12334,2.35
7/24/2007,11388,2.34
7/25/2007,12250,2.88
7/26/2007,8016,2.91
7/27/2007,14088,2.57
7/28/2007,12793,2.8
7/29/2007,10834,2.91
7/30/2007,10863,2.42
7/31/2007,9134,2.86
8/1/2007,10403,2.49
8/2/2007,11323,2.27
8/3/2007,10100,2.91
8/4/2007,13908,2.01
8/5/2007,8535,2.98
8/6/2007,9236,2.61
8/7/2007,9879,2.23
8/8/2007,10967,2.52
8/9/2007,8019,2.9
8/10/2007,14087,2.3
8/11/2007,12785,2.37
8/12/2007,14184,2.24
8/13/2007,9067,2.95
8/14/2007,9656,2.33
8/15/2007,9497,2.72
8/16/2007,12007,2.42
8/17/2007,8024,2.47
8/18/2007,9605,2.49
8/19/2007,7896,2.06
8/20/2007,11979,2.91
8/21/2007,9201,2.07
8/22/2007,9393,2.65
8/23/2007,13214,2.32
8/24/2007,9495,2.24
8/25/2007,12361,2.98
8/26/2007,10534,2.44
8/27/2007,12387,2.24
8/28/2007,10559,2.58
8/29/2007,8757,2.24
8/30/2007,10548,2.88
8/31/2007,8898,2.49
9/1/2007,13387,2.07
9/2/2007,13361,2.35
9/3/2007,10980,2.67
9/4/2007,8358,2.54
9/5/2007,10491,2.16
9/6/2007,11330,2.3
9/7/2007,9985,2.13
9/8/2007,7784,2.93
9/9/2007,9652,2.83
9/10/2007,10775,2.39
9/11/2007,8286,2.66
9/12/2007,13742,2.84
9/13/2007,9139,2.98
9/14/2007,12122,2.21
9/15/2007,13161,2.45
9/16/2007,11471,2.57
9/17/2007,13674,2.42
9/18/2007,13035,2.17
9/19/2007,11888,2.19
9/20/2007,9294,2.97
9/21/2007,11288,2.74
9/22/2007,9391,2.66
9/23/2007,11608,2.37
9/24/2007,8323,2.97
9/25/2007,8947,2.21
9/26/2007,13408,2.68
9/27/2007,12679,2.87
9/28/2007,10771,2.57
9/29/2007,11571,2.94
9/30/2007,7793,2.11
10/1/2007,10600,2.06
10/2/2007,12100,2.92
10/3/2007,14047,2.04
10/4/2007,11379,2.12
10/5/2007,8310,2.85
10/6/2007,9072,2.05
10/7/2007,8051,2.3
10/8/2007,11253,2.77
10/9/2007,13662,2.02
10/10/2007,11266,2.45
10/11/2007,13964,2.91
10/12/2007,13275,2.57
10/13/2007,11590,2.41
10/14/2007,8967,2.22
10/15/2007,8122,2.03
10/16/2007,9399,2.13
10/17/2007,9295,2.03
10/18/2007,13689,2.57
10/19/2007,9906,2.23
10/20/2007,11561,2.03
10/21/2007,12385,2.33
10/22/2007,11341,2.93
10/23/2007,10526,2.68
10/24/2007,8981,2.68
10/25/2007,10854,2.26
10/26/2007,10994,2.85
10/27/2007,11254,2.26
10/28/2007,11964,2.46
10/29/2007,9951,2.3
10/30/2007,8087,2.02
10/31/2007,10122,2.1
11/1/2007,14274,2.56
11/2/2007,12850,2.49
11/3/2007,9098,2.2
11/4/2007,8673,2.37
11/5/2007,9616,2.01
11/6/2007,11049,2.99
11/7/2007,11565,2.91
11/8/2007,12933,2.68
11/9/2007,13995,2.91
11/10/2007,9432,2.38
11/11/2007,10758,2.92
11/12/2007,10116,2.99
11/13/2007,10267,2.25
11/14/2007,8651,2.6
11/15/2007,12683,2.63
11/16/2007,9141,2.54
11/17/2007,11891,2.65
11/18/2007,11292,2.92
11/19/2007,10008,2.69
11/20/2007,12534,2.23
11/21/2007,12333,2.42
11/22/2007,12649,2.22
11/23/2007,8533,2.28
11/24/2007,10737,2.85
11/25/2007,9016,2.2
11/26/2007,10298,2.53
11/27/2007,13706,2.89
11/28/2007,10673,2.75
11/29/2007,11141,2.86
11/30/2007,9187,2.92
12/1/2007,11472,2.59
12/2/2007,8105,2.74
12/3/2007,12915,2.85
12/4/2007,12546,2.14
12/5/2007,9838,2.74
12/6/2007,10420,2.08
12/7/2007,8851,2.14
12/8/2007,12333,2.76
12/9/2007,11322,2.03
12/10/2007,12597,2.17
12/11/2007,13677,2.36
12/12/2007,13814,3
12/13/2007,9488,2.17
12/14/2007,10235,2.6
12/15/2007,8998,2.44
12/16/2007,9125,2.47
12/17/2007,13796,2.42
12/18/2007,12367,2.91
12/19/2007,13700,2.69
12/20/2007,11872,2.63
12/21/2007,7795,2.04
12/22/2007,13288,2.97
12/23/2007,8583,2.64
12/24/2007,14237,2.98
12/25/2007,9201,2.77
12/26/2007,9848,2.94
12/27/2007,12834,2.65
12/28/2007,11830,2.73
12/29/2007,10145,2.96
12/30/2007,12323,2.03
12/31/2007,9410,2.61
1/1/2008,9773,2.61
1/2/2008,11054,2.35
1/3/2008,13354,2.77
1/4/2008,9062,2.83
1/5/2008,8485,2.97
1/6/2008,12598,2.45
1/7/2008,12672,2.7
1/8/2008,8077,2.06
1/9/2008,10749,2.96
1/10/2008,11885,2.52
1/11/2008,13605,2.02
1/12/2008,9377,2.5
1/13/2008,11479,2.11
1/14/2008,11342,2.71
1/15/2008,10678,2.76
1/16/2008,10033,2.21
1/17/2008,11016,2.69
1/18/2008,13233,2.99
1/19/2008,11306,2.65
1/20/2008,9371,2.85
1/21/2008,13317,2.92
1/22/2008,10416,2.54
1/23/2008,9724,2.86
1/24/2008,10933,2.36
1/25/2008,12634,2.02
1/26/2008,12149,2.56
1/27/2008,13042,2.99
1/28/2008,13024,2.16
1/29/2008,8221,2.39
1/30/2008,10329,2.66
1/31/2008,8675,2.92
2/1/2008,8413,2.19
2/2/2008,11534,2.44
2/3/2008,12637,2.3
2/4/2008,10838,2.85
2/5/2008,13608,2.67
2/6/2008,7810,2.33
2/7/2008,7956,2.52
2/8/2008,8895,2.21
2/9/2008,10496,2.89
2/10/2008,11148,2.19
2/11/2008,12378,2.79
2/12/2008,9027,2.15
2/13/2008,8508,2.86
2/14/2008,9434,2.12
2/15/2008,11393,2.73
2/16/2008,12573,2.39
2/17/2008,10091,2.09
2/18/2008,10992,2.94
2/19/2008,10109,2.83
2/20/2008,8337,2.42
2/21/2008,12866,2.18
2/22/2008,9033,2.08
2/23/2008,10598,2.12
2/24/2008,11634,2.23
2/25/2008,13087,2.86
2/26/2008,9439,2.64
2/27/2008,12887,2.11
2/28/2008,14192,2.76
2/29/2008,12079,2.64
3/1/2008,12530,2.52
3/2/2008,12842,2.92
3/3/2008,9891,2.41
3/4/2008,13823,2.67
3/5/2008,11607,2.83
3/6/2008,13255,2.21
3/7/2008,12379,2.46
3/8/2008,12729,2.85
3/9/2008,10606,2.02
3/10/2008,12022,2.03
3/11/2008,12893,2.57
3/12/2008,8110,2.25
3/13/2008,13505,2.06
3/14/2008,12163,2.41
3/15/2008,9451,2.11
3/16/2008,9379,2.19
3/17/2008,9711,2.85
3/18/2008,8555,2.88
3/19/2008,10128,2.47
3/20/2008,11551,2.3
3/21/2008,13057,2.19
3/22/2008,10282,2.14
3/23/2008,9311,2.53
3/24/2008,8959,2.53
3/25/2008,10194,2.96
3/26/2008,12698,2.95
3/27/2008,8863,2.26
3/28/2008,13975,2.75
3/29/2008,8259,2.68
3/30/2008,9245,2.3
3/31/2008,13539,2.98
4/1/2008,9198,2.97
4/2/2008,8279,2.95
4/3/2008,11452,2.24
4/4/2008,9870,2.67
4/5/2008,10681,2.84
4/6/2008,9691,2.75
4/7/2008,13035,2.55
4/8/2008,8391,2.74
4/9/2008,13743,2.29
4/10/2008,8606,2.68
4/11/2008,9403,2.4
4/12/2008,9689,2.34
4/13/2008,8666,2.2
4/14/2008,11569,2.95
4/15/2008,13178,2.17
4/16/2008,12070,2.55
4/17/2008,11862,2.26
4/18/2008,10813,2.88
4/19/2008,12311,2.4
4/20/2008,13968,2.04
4/21/2008,8779,2.58
4/22/2008,12072,2.54
4/23/2008,13289,2.56
4/24/2008,8246,2.71
4/25/2008,10685,2.16
4/26/2008,9617,2.86
4/27/2008,9635,2.18
4/28/2008,7972,2.96
4/29/2008,13482,2.12
4/30/2008,13717,2.85
5/1/2008,11816,2.38
5/2/2008,10121,2.48
5/3/2008,10070,2.28
5/4/2008,11809,2.1
5/5/2008,14059,2.43
5/6/2008,14168,2.28
5/7/2008,13897,2.19
5/8/2008,8012,2.53
5/9/2008,8322,2.06
5/10/2008,12375,2.62
5/11/2008,10710,2.79
5/12/2008,11585,2.43
5/13/2008,9793,2.89
5/14/2008,8312,2.54
5/15/2008,9092,2.76
5/16/2008,12095,2.2
5/17/2008,8851,2.43
5/18/2008,9226,2.37
5/19/2008,12495,2.79
5/20/2008,10917,2.23
5/21/2008,10858,2.64
5/22/2008,12217,2.75
5/23/2008,8602,2.74
5/24/2008,12091,2.8
5/25/2008,12351,2.75
5/26/2008,9929,2.21
5/27/2008,13637,2.3
5/28/2008,9154,2.58
5/29/2008,7941,2.7
5/30/2008,7858,2.17
5/31/2008,10304,2.07
6/1/2008,8180,2.1
6/2/2008,12179,2.48
6/3/2008,11353,2.45
6/4/2008,9205,2.8
6/5/2008,11213,2.69
6/6/2008,13605,2.27
6/7/2008,7888,2.78
6/8/2008,9989,2.83
6/9/2008,8906,2.5
6/10/2008,10538,2.82
6/11/2008,12541,2.57
6/12/2008,9000,2.96
6/13/2008,10324,2.28
6/14/2008,13817,2.27
6/15/2008,7998,2.27
6/16/2008,12058,2.56
6/17/2008,9585,2.08
6/18/2008,7895,2.27
6/19/2008,12300,2.82
6/20/2008,8127,2.43
6/21/2008,12819,2.34
6/22/2008,13275,2.54
6/23/2008,12879,2
6/24/2008,9825,2.57
6/25/2008,13602,2.77
6/26/2008,12976,2.83
6/27/2008,8752,2.52
6/28/2008,10569,2.85
6/29/2008,13954,2.48
6/30/2008,13762,2.7
7/1/2008,9325,2.09
7/2/2008,13838,2.28
7/3/2008,8222,2.6
7/4/2008,8856,2.13
7/5/2008,8080,2.34
7/6/2008,11612,2.79
7/7/2008,12565,2.97
7/8/2008,11127,2.95
7/9/2008,9160,2.97
7/10/2008,12669,2.53
7/11/2008,8399,2.51
7/12/2008,13839,2.09
7/13/2008,13738,2.19
7/14/2008,12868,2.17
7/15/2008,10535,2.91
7/16/2008,13636,2.49
7/17/2008,12934,2.47
7/18/2008,9710,2.17
7/19/2008,10823,2.81
7/20/2008,8277,2.68
7/21/2008,9319,2.81
7/22/2008,10848,2.01
7/23/2008,12908,2.36
7/24/2008,9539,2.29
7/25/2008,10994,2
7/26/2008,9557,2
7/27/2008,13358,2.85
7/28/2008,9691,2.42
7/29/2008,13915,2.07
7/30/2008,14276,2.59
7/31/2008,12933,2.17
8/1/2008,9151,2.55
8/2/2008,9820,2.4
8/3/2008,11332,2.23
8/4/2008,8355,2.92
8/5/2008,12550,2.62
8/6/2008,11562,2.02
8/7/2008,12464,2.69
8/8/2008,11117,2.09
8/9/2008,10033,2.46
8/10/2008,12582,2.18
8/11/2008,11939,2.82
8/12/2008,12132,2.26
8/13/2008,14296,2.13
8/14/2008,12559,2.75
8/15/2008,8117,2.99
8/16/2008,12354,2.45
8/17/2008,13378,2.84
8/18/2008,13669,2.79
8/19/2008,12386,2.83
8/20/2008,8129,2.33
8/21/2008,12002,2.79
8/22/2008,12881,2.42
8/23/2008,10202,2.82
8/24/2008,8883,2.03
8/25/2008,11667,2.11
8/26/2008,14119,2.57
8/27/2008,8917,2.89
8/28/2008,9912,2.96
8/29/2008,13587,2.98
8/30/2008,9703,2.17
8/31/2008,8288,2.29
9/1/2008,13168,2.86
9/2/2008,8750,2.65
9/3/2008,12376,2.5
9/4/2008,12564,2.67
9/5/2008,13483,2.19
9/6/2008,11724,2.01
9/7/2008,11804,2.84
9/8/2008,10559,2.48
9/9/2008,8449,2.84
9/10/2008,11747,2.64
9/11/2008,12400,2.87
9/12/2008,11536,2.27
9/13/2008,12707,2.35
9/14/2008,9631,2.6
9/15/2008,13025,2.55
9/16/2008,9206,2.61
9/17/2008,11237,2.25
9/18/2008,12492,2.84
9/19/2008,11562,2.28
9/20/2008,12103,2.32
9/21/2008,13149,2.54
9/22/2008,13741,2.05
9/23/2008,13821,2.67
9/24/2008,13344,2.26
9/25/2008,10181,2.81
9/26/2008,10187,2.9
9/27/2008,10649,2.39
9/28/2008,11963,2.12
9/29/2008,10219,2.95
9/30/2008,9977,2.39
10/1/2008,11454,2.13
10/2/2008,9696,2.25
10/3/2008,9774,2.43
10/4/2008,9057,2.51
10/5/2008,13294,2.82
10/6/2008,13742,2.04
10/7/2008,12432,2.47
10/8/2008,10669,2.01
10/9/2008,9616,2.13
10/10/2008,7986,2.89
10/11/2008,7965,2.7
10/12/2008,10935,2.27
10/13/2008,10466,2.88
10/14/2008,9526,2.77
10/15/2008,8302,2.11
10/16/2008,8333,2.81
10/17/2008,14080,2.75
10/18/2008,10887,2.22
10/19/2008,10226,2.88
10/20/2008,14221,2.72
10/21/2008,9713,2.39
10/22/2008,7760,2.97
10/23/2008,8098,2.36
10/24/2008,13873,2.11
10/25/2008,12528,2.55
10/26/2008,9871,2.46
10/27/2008,11382,2.52
10/28/2008,14042,2.51
10/29/2008,11060,2.94
10/30/2008,12820,2.89
10/31/2008,14280,2.88
11/1/2008,9221,2.98
11/2/2008,8531,2.64
11/3/2008,8969,2.87
11/4/2008,10176,2.64
11/5/2008,8137,2.82
11/6/2008,9314,2.14
11/7/2008,8852,2.51
11/8/2008,10407,2.8
11/9/2008,9674,2.4
11/10/2008,8043,2.52
11/11/2008,8981,2.46
11/12/2008,9940,2.87
11/13/2008,8053,2.92
11/14/2008,12012,2.84
11/15/2008,13261,2.13
11/16/2008,12397,2.44
11/17/2008,10320,2.1
11/18/2008,11682,2.24
11/19/2008,13612,2.91
11/20/2008,12242,2.32
11/21/2008,10457,2.03
11/22/2008,10666,2.04
11/23/2008,9696,2.13
11/24/2008,11884,2.51
11/25/2008,13827,2.79
11/26/2008,8130,2.56
11/27/2008,13911,2.52
11/28/2008,12989,2.83
11/29/2008,12454,2.65
11/30/2008,12208,2.26
12/1/2008,7949,2.01
12/2/2008,11356,2.96
12/3/2008,13345,2.07
12/4/2008,9202,2.62
12/5/2008,10929,2.75
12/6/2008,13117,2.58
12/7/2008,10231,2.48
12/8/2008,11242,2.47
12/9/2008,11805,2.7
12/10/2008,12812,2.24
12/11/2008,12384,2.29
12/12/2008,10391,2.59
12/13/2008,13655,2.98
12/14/2008,10741,2.52
12/15/2008,11060,2.46
12/16/2008,11469,2.08
12/17/2008,9577,2.81
12/18/2008,8417,2.1
12/19/2008,8982,2.47
12/20/2008,9887,2.75
12/21/2008,8872,2.55
12/22/2008,12149,2.7
12/23/2008,13695,2.51
12/24/2008,14061,2.56
12/25/2008,9128,2.95
12/26/2008,9480,2.94
12/27/2008,11862,2.89
12/28/2008,9240,2.54
12/29/2008,9045,2.24
12/30/2008,8347,2.47
12/31/2008,13491,2.24
1/1/2009,8695,2.17
1/2/2009,11622,2.71
1/3/2009,9059,2.94
1/4/2009,9699,2.46
1/5/2009,13377,3
1/6/2009,9715,2.96
1/7/2009,9670,2.71
1/8/2009,13093,2.41
1/9/2009,13783,2.98
1/10/2009,9610,2.87
1/11/2009,13352,2.22
1/12/2009,9890,2.13
1/13/2009,11037,2.76
1/14/2009,10415,2.99
1/15/2009,11496,2.87
1/16/2009,13206,2.84
1/17/2009,13474,2.39
1/18/2009,12257,2.76
1/19/2009,9779,2.93
1/20/2009,7953,2.13
1/21/2009,11260,2.14
1/22/2009,12625,2.6
1/23/2009,13717,2.41
1/24/2009,11526,2.87
1/25/2009,14225,2.87
1/26/2009,12494,2.69
1/27/2009,13356,2.23
1/28/2009,13406,2.44
1/29/2009,9627,2.23
1/30/2009,11124,2.5
1/31/2009,13875,2.78
2/1/2009,13254,2.43
2/2/2009,12635,2.56
2/3/2009,8806,2.58
2/4/2009,14142,2.02
2/5/2009,8738,2.09
2/6/2009,9792,2.8
2/7/2009,9928,2.21
2/8/2009,12074,2.87
2/9/2009,13852,2.57
2/10/2009,7799,2.7
2/11/2009,10890,2.15
2/12/2009,8016,2.41
2/13/2009,10173,2.05
2/14/2009,13490,2.4
2/15/2009,11407,2.12
2/16/2009,10605,2.22
2/17/2009,9902,2.2
2/18/2009,12224,2.51
2/19/2009,7930,2.66
2/20/2009,8481,2.52
2/21/2009,11972,2.97
2/22/2009,11628,2.41
2/23/2009,13449,2.79
2/24/2009,12134,2.4
2/25/2009,10206,2.67
2/26/2009,10683,2.17
2/27/2009,12111,2.96
2/28/2009,11157,2.91
3/1/2009,8257,2.08
3/2/2009,11332,2.83
3/3/2009,9320,2.5
3/4/2009,8741,2.48
3/5/2009,12829,2.53
3/6/2009,9807,2.55
3/7/2009,10585,2.66
3/8/2009,13715,2.45
3/9/2009,10250,2.64
3/10/2009,10614,2.64
3/11/2009,8269,2.31
3/12/2009,13971,2.75
3/13/2009,10283,2.81
3/14/2009,8768,2.82
3/15/2009,7916,2.55
3/16/2009,8238,2.39
3/17/2009,14102,2.68
3/18/2009,9353,2.25
3/19/2009,13359,2.09
3/20/2009,9157,2.24
3/21/2009,9860,2.88
3/22/2009,12516,2.73
3/23/2009,12567,2.91
3/24/2009,11478,2.52
3/25/2009,11452,2.44
3/26/2009,13408,2.1
3/27/2009,14232,2.96
3/28/2009,7991,2.65
3/29/2009,9179,2.87
3/30/2009,9384,2.74
3/31/2009,12106,2.38
4/1/2009,8620,2.85
4/2/2009,7828,2.25
4/3/2009,9149,2.17
4/4/2009,9360,2.4
4/5/2009,13884,2.96
4/6/2009,12968,2.3
4/7/2009,9044,2.05
4/8/2009,11754,2.73
4/9/2009,8793,2.95
4/10/2009,12948,2.19
4/11/2009,11928,2.03
4/12/2009,13903,2.25
4/13/2009,13909,2.72
4/14/2009,12805,2.33
4/15/2009,11154,2.45
4/16/2009,12271,2.4
4/17/2009,8483,2
4/18/2009,11711,2.31
4/19/2009,13467,2.87
4/20/2009,10149,2.65
4/21/2009,13315,2.54
4/22/2009,7786,2.64
4/23/2009,10458,2.36
4/24/2009,11600,2.94
4/25/2009,11421,2.46
4/26/2009,10301,2.57
4/27/2009,10503,2.78
4/28/2009,10191,2.8
4/29/2009,8517,2.12
4/30/2009,14177,2.71
5/1/2009,11045,2.74
5/2/2009,10163,2.19
5/3/2009,9790,2.53
5/4/2009,11656,2.26
5/5/2009,8100,2.13
5/6/2009,9189,2.66
5/7/2009,11407,2.51
5/8/2009,13934,2.51
5/9/2009,10409,2.49
5/10/2009,8811,2.04
5/11/2009,10558,2.37
5/12/2009,12766,2.49
5/13/2009,10857,2.72
5/14/2009,11877,2.75
5/15/2009,13625,2.48
5/16/2009,12605,2.19
5/17/2009,10126,2.77
5/18/2009,9050,2.33
5/19/2009,10856,2.68
5/20/2009,11472,2.84
5/21/2009,7866,2.83
5/22/2009,7851,2.07
5/23/2009,10316,2.52
5/24/2009,11565,2.32
5/25/2009,7808,2.25
5/26/2009,11123,2.24
5/27/2009,8741,2.17
5/28/2009,8044,2.27
5/29/2009,13783,2.99
5/30/2009,12804,2.02
5/31/2009,12321,2.89
6/1/2009,12042,2.68
6/2/2009,13345,2.71
6/3/2009,10341,2.76
6/4/2009,13208,2.91
6/5/2009,9733,2.49
6/6/2009,8352,2.11
6/7/2009,11998,2.81
6/8/2009,13683,2.45
6/9/2009,12965,2.39
6/10/2009,13810,2.51
6/11/2009,10452,2.51
6/12/2009,11246,2.23
6/13/2009,11915,2.69
6/14/2009,8994,2.76
6/15/2009,14011,2.84
6/16/2009,8033,2.11
6/17/2009,13061,2.07
6/18/2009,13687,2.18
6/19/2009,11788,2.94
6/20/2009,13928,2.7
6/21/2009,10838,2.57
6/22/2009,12612,2.09
6/23/2009,9112,2.46
6/24/2009,9669,2.56
6/25/2009,12355,2.14
6/26/2009,13881,2.92
6/27/2009,12927,2.43
6/28/2009,11625,2.04
6/29/2009,9675,2.67
6/30/2009,13530,2.49
7/1/2009,10108,2.56
7/2/2009,8001,2.37
7/3/2009,11374,2.37
7/4/2009,10742,2.1
7/5/2009,11890,2.02
7/6/2009,11193,2.04
7/7/2009,12676,2.85
7/8/2009,9107,2.45
7/9/2009,9613,2.01
7/10/2009,10371,2.43
7/11/2009,9059,2.09
7/12/2009,9159,2.96
7/13/2009,11708,2.81
7/14/2009,9143,2.67
7/15/2009,9201,2.81
7/16/2009,13179,2.09
7/17/2009,7801,2.76
7/18/2009,10059,2.93
7/19/2009,8404,2.63
7/20/2009,12595,2.34
7/21/2009,12784,2.75
7/22/2009,13157,2.81
7/23/2009,10594,2.86
7/24/2009,14166,2.59
7/25/2009,13037,2.69
7/26/2009,14172,2.08
7/27/2009,8200,2.81
7/28/2009,8929,2.15
7/29/2009,8403,2.15
7/30/2009,9050,2.96
7/31/2009,10949,2.5
8/1/2009,8163,2.42
8/2/2009,12607,2.54
8/3/2009,13970,2.56
8/4/2009,14002,2.64
8/5/2009,13531,2.53
8/6/2009,9138,2.91
8/7/2009,13257,2.53
8/8/2009,13713,2.81
8/9/2009,13196,2.38
8/10/2009,12567,2.67
8/11/2009,11868,2.97
8/12/2009,7803,2.84
8/13/2009,13453,2.46
8/14/2009,10075,2.08
8/15/2009,11051,2.89
8/16/2009,13717,2.67
8/17/2009,12489,2.28
8/18/2009,11839,2.07
8/19/2009,9385,2.87
8/20/2009,14273,2.03
8/21/2009,12733,2.68
8/22/2009,13606,2.27
8/23/2009,8767,2.27
8/24/2009,9421,2.01
8/25/2009,12441,2.25
8/26/2009,8926,2.46
8/27/2009,9860,2.9
8/28/2009,13947,2.1
8/29/2009,13901,2.76
8/30/2009,8863,2.24
8/31/2009,8326,2.6
9/1/2009,7962,2.67
9/2/2009,13290,2.15
9/3/2009,13789,2.6
9/4/2009,11520,2.68
9/5/2009,10977,2.85
9/6/2009,8229,2.25
9/7/2009,13708,2.44
9/8/2009,9515,2.13
9/9/2009,13908,2.13
9/10/2009,12826,2.73
9/11/2009,12155,2.08
9/12/2009,13110,2.89
9/13/2009,14225,2.27
9/14/2009,9138,2.27
9/15/2009,14284,2.81
9/16/2009,10120,2.22
9/17/2009,14237,2.87
9/18/2009,10626,2.86
9/19/2009,8587,2.22
9/20/2009,11316,2
9/21/2009,10929,2.02
9/22/2009,10837,2.34
9/23/2009,8848,2.14
9/24/2009,14021,2.6
9/25/2009,11793,2.84
9/26/2009,10673,2.64
9/27/2009,14210,2.54
9/28/2009,9081,2.82
9/29/2009,12235,2.81
9/30/2009,9523,2.92
10/1/2009,12618,2.44
10/2/2009,11657,2.42
10/3/2009,13438,2.01
10/4/2009,8703,2.58
10/5/2009,12962,2.2
10/6/2009,8296,2.51
10/7/2009,12593,2.75
10/8/2009,10325,2.55
10/9/2009,12484,2.36
10/10/2009,13380,2.78
10/11/2009,8692,2.89
10/12/2009,11941,2.98
10/13/2009,8675,2.63
10/14/2009,10353,2.78
10/15/2009,7830,2.17
10/16/2009,9954,2.69
10/17/2009,13577,2.84
10/18/2009,12509,2.5
10/19/2009,13604,2.82
10/20/2009,11897,2.06
10/21/2009,10841,2.12
10/22/2009,9956,2.12
10/23/2009,10680,2.47
10/24/2009,13410,2.04
10/25/2009,9396,2.63
10/26/2009,10712,2.12
10/27/2009,11360,2.87
10/28/2009,10416,2.79
10/29/2009,8775,2.84
10/30/2009,8350,2.9
10/31/2009,14076,2.11
11/1/2009,9019,2.46
11/2/2009,9394,2.28
11/3/2009,10865,2.73
11/4/2009,9593,2.9
11/5/2009,11255,2.5
11/6/2009,13216,2.86
11/7/2009,10450,2.85
11/8/2009,9651,2.74
11/9/2009,8432,2.36
11/10/2009,13984,2.84
11/11/2009,9142,2.77
11/12/2009,8303,2.52
11/13/2009,8641,2.68
11/14/2009,9355,2.69
11/15/2009,13177,2.23
11/16/2009,13796,2.02
11/17/2009,10249,2.86
11/18/2009,9314,2.51
11/19/2009,9914,2.64
11/20/2009,9283,2.38
11/21/2009,10804,2.02
11/22/2009,8334,2.09
11/23/2009,12122,2.64
11/24/2009,13229,2.11
11/25/2009,13881,2.72
11/26/2009,13799,2.7
11/27/2009,8121,2.41
11/28/2009,10784,2.7
11/29/2009,14292,2.02
11/30/2009,9772,2.53
12/1/2009,14190,2.74
12/2/2009,9464,2.24
12/3/2009,11600,2.34
12/4/2009,11576,2.58
